datetime,name,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
2016-10-15,"Dhaka,Bangladesh",32.6,24.9,28.8,34.9,24.9,31.0,21.5,65.6,0.9,100.0,20.83,rain,,,,14.8,335.8,1007.8,43.5,4.1,238.1,20.5,8,,2016-10-15T05:55:39,2016-10-15T17:32:16,0.47,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999,41909099999"
2016-10-16,"Dhaka,Bangladesh",33.2,25.0,29.3,35.5,25.0,31.1,21.1,63.4,0.0,0.0,0.0,,,,,18.4,311.9,1007.9,15.2,4.3,249.1,21.5,9,,2016-10-16T05:56:06,2016-10-16T17:31:23,0.5,Clear,Clear conditions throughout the day.,clear-day,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999,41909099999"
2016-10-17,"Dhaka,Bangladesh",34.0,25.7,29.6,39.4,25.7,32.7,22.9,68.5,0.0,0.0,0.0,,,,,15.3,293.7,1006.6,9.7,4.2,248.9,21.6,9,,2016-10-17T05:56:33,2016-10-17T17:30:32,0.54,Clear,Clear conditions throughout the day.,clear-day,"VGHS,41941099999,41929099999,41923099999,41922099999,41939099999,41909099999"
2016-10-18,"Dhaka,Bangladesh",34.1,26.0,29.7,40.6,26.0,33.8,23.3,69.4,0.0,0.0,0.0,,,,,11.2,275.6,1006.1,59.2,4.3,243.8,21.1,8,,2016-10-18T05:57:00,2016-10-18T17:29:41,0.57,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VGHS,41941099999,41929099999,41923099999,41922099999,41939099999,41909099999"
2016-10-19,"Dhaka,Bangladesh",35.0,23.3,30.1,39.5,23.3,33.8,22.8,66.8,0.0,0.0,0.0,,,,,14.8,324.7,1005.2,23.3,4.0,246.5,21.2,9,,2016-10-19T05:57:28,2016-10-19T17:28:50,0.61,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VGHS,41941099999,41929099999,41923099999,remote,41922099999,41939099999,41909099999"
2016-10-20,"Dhaka,Bangladesh",34.8,25.7,29.7,36.1,25.7,32.0,21.0,61.6,0.0,0.0,0.0,,,,,14.8,332.1,1004.5,22.8,4.4,247.9,21.4,9,,2016-10-20T05:57:56,2016-10-20T17:28:01,0.64,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VGHS,41941099999,41929099999,41923099999,41922099999,41939099999,41909099999"
2016-10-21,"Dhaka,Bangladesh",33.1,25.8,29.2,34.4,25.8,30.8,20.7,61.9,0.0,0.0,0.0,,,,,14.8,9.8,1005.6,11.0,4.3,247.7,21.4,9,,2016-10-21T05:58:25,2016-10-21T17:27:12,0.67,Clear,Clear conditions throughout the day.,clear-day,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999,41909099999"
2016-10-22,"Dhaka,Bangladesh",32.1,25.8,28.7,34.9,25.8,30.2,20.3,61.4,0.0,0.0,0.0,,,,,14.8,23.4,1006.6,26.4,4.1,239.5,20.8,8,,2016-10-22T05:58:55,2016-10-22T17:26:25,0.71,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999,41909099999"
2016-10-23,"Dhaka,Bangladesh",32.4,25.4,28.8,33.4,25.4,29.8,19.3,59.3,0.0,0.0,0.0,,,,,18.4,333.9,1006.2,7.9,4.4,207.6,18.1,7,,2016-10-23T05:59:24,2016-10-23T17:25:38,0.75,Clear,Clear conditions throughout the day.,clear-day,"VGHS,41941099999,41929099999,41923099999,41922099999,41939099999,41909099999"
2016-10-24,"Dhaka,Bangladesh",32.0,24.2,28.5,34.2,24.2,29.3,19.2,59.2,0.0,0.0,0.0,,,,,18.4,299.7,1004.8,14.9,4.3,215.5,18.7,8,,2016-10-24T05:59:55,2016-10-24T17:24:52,0.78,Clear,Clear conditions throughout the day.,clear-day,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999,41909099999"
2016-10-25,"Dhaka,Bangladesh",34.0,24.1,28.9,36.5,24.1,30.7,21.0,64.0,0.0,0.0,0.0,,,,,9.4,284.6,1005.0,38.2,4.2,232.3,19.9,8,,2016-10-25T06:00:25,2016-10-25T17:24:07,0.81,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999,41909099999"
2016-10-26,"Dhaka,Bangladesh",31.2,24.8,28.2,32.9,24.8,30.3,21.8,69.5,0.5,100.0,20.83,rain,,,,11.2,29.8,1008.3,68.9,4.0,169.5,14.6,6,,2016-10-26T06:00:57,2016-10-26T17:23:23,0.85,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999,41909099999"
2016-10-27,"Dhaka,Bangladesh",29.0,24.6,26.4,33.6,24.6,27.8,23.4,83.8,12.7,100.0,100.0,rain,,,,14.8,38.0,1011.4,93.1,3.9,193.4,16.6,7,,2016-10-27T06:01:28,2016-10-27T17:22:40,0.88,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999,41909099999"
2016-10-28,"Dhaka,Bangladesh",29.0,24.0,26.3,32.2,24.0,27.3,23.0,82.8,3.7,100.0,83.33,rain,,,,11.2,55.8,1010.7,89.9,4.1,197.7,17.1,7,,2016-10-28T06:02:00,2016-10-28T17:21:58,0.91,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999,41909099999"
2016-10-29,"Dhaka,Bangladesh",30.1,25.0,27.5,33.7,25.0,29.2,22.7,76.5,13.9,100.0,91.67,rain,,,,13.0,44.6,1010.3,87.9,4.1,173.2,15.1,7,,2016-10-29T06:02:33,2016-10-29T17:21:17,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999,41909099999"
2016-10-30,"Dhaka,Bangladesh",32.0,24.4,27.7,34.9,24.4,29.5,22.2,73.1,5.9,100.0,100.0,rain,,,,9.4,59.3,1011.3,66.7,4.1,189.5,16.3,7,,2016-10-30T06:03:06,2016-10-30T17:20:38,0.0,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999,41909099999"
2016-10-31,"Dhaka,Bangladesh",32.0,25.2,28.3,39.2,25.2,31.3,23.4,75.8,4.7,100.0,50.0,rain,,,,20.5,34.7,1013.1,61.2,4.4,218.9,19.0,8,,2016-10-31T06:03:40,2016-10-31T17:19:59,0.02,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999,41909099999"
2016-11-01,"Dhaka,Bangladesh",33.0,26.0,29.0,35.8,26.0,32.1,23.0,71.6,0.0,0.0,0.0,,,,,12.9,40.2,1011.5,48.0,4.3,208.7,18.1,7,,2016-11-01T06:04:14,2016-11-01T17:19:22,0.05,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999,41909099999"
2016-11-02,"Dhaka,Bangladesh",33.4,26.1,29.4,36.8,26.1,32.1,22.1,66.0,0.0,0.0,0.0,,,,,14.8,17.5,1011.3,20.5,4.3,179.8,15.6,6,,2016-11-02T06:04:49,2016-11-02T17:18:45,0.08,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VGHS,41941099999,41929099999,41923099999,41922099999,41939099999,41909099999"
2016-11-03,"Dhaka,Bangladesh",33.1,26.4,29.1,36.9,26.4,32.2,22.6,69.3,0.6,100.0,25.0,rain,,,,13.0,68.9,1012.0,53.7,4.1,86.0,7.6,3,,2016-11-03T06:05:24,2016-11-03T17:18:10,0.12,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"VGHS,41941099999,41929099999,41923099999,41922099999,41939099999,41909099999"
2016-11-04,"Dhaka,Bangladesh",28.2,24.0,25.9,32.3,24.0,27.1,22.9,83.3,14.1,100.0,100.0,rain,,,,18.4,107.8,1010.5,91.5,4.0,99.2,8.6,4,,2016-11-04T06:06:00,2016-11-04T17:17:36,0.15,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999,41909099999"
2016-11-05,"Dhaka,Bangladesh",25.0,22.9,24.0,25.0,22.9,24.0,22.1,89.3,128.1,100.0,100.0,rain,,,,18.4,64.4,1007.8,98.4,4.0,85.3,7.4,4,,2016-11-05T06:06:36,2016-11-05T17:17:03,0.19,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999,41909099999"
2016-11-06,"Dhaka,Bangladesh",26.0,20.0,23.0,26.0,20.0,23.0,20.7,87.1,50.2,100.0,100.0,rain,,,,18.4,36.8,1006.5,92.8,4.0,194.2,16.8,7,,2016-11-06T06:07:12,2016-11-06T17:16:32,0.22,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999,41909099999"
2016-11-07,"Dhaka,Bangladesh",28.0,22.0,24.3,29.8,22.0,24.6,20.4,79.5,38.4,100.0,87.5,rain,,,,11.2,297.2,1007.8,83.7,4.1,197.3,17.0,7,,2016-11-07T06:07:49,2016-11-07T17:16:01,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999,41909099999"
2016-11-08,"Dhaka,Bangladesh",29.0,21.4,25.2,31.4,21.4,25.9,20.6,76.2,0.1,100.0,4.17,rain,,,,0.0,180.0,1010.1,44.9,3.9,212.7,18.3,8,,2016-11-08T06:08:27,2016-11-08T17:15:32,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999,41909099999"
2016-11-09,"Dhaka,Bangladesh",30.0,21.8,25.7,30.8,21.8,26.1,19.2,69.5,0.0,0.0,0.0,,,,,9.4,61.8,1011.0,34.8,3.7,210.9,18.1,8,,2016-11-09T06:09:04,2016-11-09T17:15:05,0.32,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999,41909099999"
2016-11-10,"Dhaka,Bangladesh",29.7,21.1,25.4,30.2,21.1,25.7,18.9,69.3,0.0,0.0,0.0,,,,,10.0,302.1,1010.9,42.7,3.8,210.3,18.1,8,,2016-11-10T06:09:43,2016-11-10T17:14:38,0.35,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999,41909099999"
2016-11-11,"Dhaka,Bangladesh",29.0,20.2,25.0,31.4,20.2,25.3,18.0,66.7,0.0,0.0,0.0,,,,,13.0,123.0,1011.4,36.4,3.6,192.8,16.5,7,,2016-11-11T06:10:21,2016-11-11T17:14:13,0.39,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999,41909099999"
2016-11-12,"Dhaka,Bangladesh",29.0,20.4,25.2,29.6,20.4,25.4,18.5,68.2,0.0,0.0,0.0,,,,,0.0,180.0,1012.6,30.3,3.4,180.1,15.5,7,,2016-11-12T06:11:00,2016-11-12T17:13:49,0.42,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VGHS,41941099999,41929099999,41923099999,41922099999,41939099999,41909099999"
2016-11-13,"Dhaka,Bangladesh",29.0,21.1,25.3,29.7,21.1,25.5,18.5,67.6,0.0,0.0,0.0,,,,,9.4,20.7,1014.1,11.5,3.6,203.4,17.5,7,,2016-11-13T06:11:40,2016-11-13T17:13:27,0.46,Clear,Clear conditions throughout the day.,clear-day,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999,41909099999"
2016-11-14,"Dhaka,Bangladesh",30.0,21.8,25.6,29.7,21.8,25.6,17.7,64.5,0.0,0.0,0.0,,,,,18.4,351.4,1013.1,2.6,3.6,201.6,17.4,8,,2016-11-14T06:12:20,2016-11-14T17:13:06,0.5,Clear,Clear conditions throughout the day.,clear-day,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999,41909099999"
2016-11-15,"Dhaka,Bangladesh",29.0,20.0,24.8,28.6,20.0,24.8,16.8,63.3,0.0,0.0,0.0,,,,,18.4,325.0,1012.5,14.8,3.8,190.3,16.3,7,,2016-11-15T06:13:00,2016-11-15T17:12:46,0.52,Clear,Clear conditions throughout the day.,clear-day,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999,41909099999"
2016-11-16,"Dhaka,Bangladesh",30.0,20.3,25.2,30.3,20.3,25.5,18.0,65.6,0.0,0.0,0.0,,,,,14.8,345.6,1012.9,20.5,3.9,201.1,17.4,7,,2016-11-16T06:13:40,2016-11-16T17:12:28,0.56,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999,41909099999"
2016-11-17,"Dhaka,Bangladesh",29.1,20.6,24.9,28.9,20.6,24.8,16.1,59.5,0.0,0.0,0.0,,,,,18.4,333.6,1012.9,0.0,4.1,212.5,18.3,8,,2016-11-17T06:14:21,2016-11-17T17:12:11,0.59,Clear,Clear conditions throughout the day.,clear-day,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999,41909099999"
2016-11-18,"Dhaka,Bangladesh",29.1,19.5,24.4,28.8,19.5,24.4,16.4,63.2,0.0,0.0,0.0,,,,,11.2,13.8,1011.7,0.0,3.8,210.8,18.2,8,,2016-11-18T06:15:02,2016-11-18T17:11:56,0.62,Clear,Clear conditions throughout the day.,clear-day,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999,41909099999"
2016-11-19,"Dhaka,Bangladesh",29.0,17.3,24.0,29.1,17.3,24.0,16.7,66.3,0.0,0.0,0.0,,,,,12.6,34.3,1010.5,0.0,3.9,211.7,18.2,8,,2016-11-19T06:15:43,2016-11-19T17:11:42,0.66,Clear,Clear conditions throughout the day.,clear-day,"VGHS,41941099999,41929099999,41923099999,remote,41922099999,41939099999,41909099999"
2016-11-20,"Dhaka,Bangladesh",28.1,19.7,24.0,28.2,19.7,24.0,16.8,65.9,0.0,0.0,0.0,,,,,9.4,21.9,1011.0,24.5,3.8,201.0,17.3,7,,2016-11-20T06:16:24,2016-11-20T17:11:30,0.69,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VGHS,41941099999,41929099999,41923099999,41922099999,41939099999,41909099999"
2016-11-21,"Dhaka,Bangladesh",28.0,19.5,23.8,27.9,19.5,23.8,16.3,65.0,0.0,0.0,0.0,,,,,13.0,306.8,1010.5,10.3,3.9,190.1,16.2,7,,2016-11-21T06:17:06,2016-11-21T17:11:19,0.75,Clear,Clear conditions throughout the day.,clear-day,"VGHS,41941099999,41929099999,41923099999,41922099999,41939099999,41909099999"
2016-11-22,"Dhaka,Bangladesh",28.1,19.8,23.5,27.8,19.8,23.5,15.5,63.2,0.0,0.0,0.0,,,,,14.8,339.4,1010.1,18.6,3.7,203.0,17.5,7,,2016-11-22T06:17:47,2016-11-22T17:11:09,0.76,Clear,Clear conditions throughout the day.,clear-day,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999,41909099999"
2016-11-23,"Dhaka,Bangladesh",28.1,19.0,23.3,28.1,19.0,23.4,16.0,65.0,0.0,0.0,0.0,,,,,11.2,138.2,1010.7,17.1,3.3,191.9,16.6,7,,2016-11-23T06:18:29,2016-11-23T17:11:01,0.79,Clear,Clear conditions throughout the day.,clear-day,"VGHS,41941099999,41929099999,41923099999,41922099999,41939099999,41909099999"
2016-11-24,"Dhaka,Bangladesh",28.1,19.8,23.8,28.1,19.8,23.8,16.6,65.7,0.0,0.0,0.0,,,,,7.6,152.3,1011.3,13.6,3.7,191.4,16.4,7,,2016-11-24T06:19:11,2016-11-24T17:10:54,0.82,Clear,Clear conditions throughout the day.,clear-day,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999,41909099999"
2016-11-25,"Dhaka,Bangladesh",28.0,18.8,23.4,28.0,18.8,23.4,16.9,69.1,0.0,0.0,0.0,,,,,11.2,22.2,1010.1,38.4,3.3,189.9,16.4,7,,2016-11-25T06:19:53,2016-11-25T17:10:49,0.86,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999,41909099999"
2016-11-26,"Dhaka,Bangladesh",28.0,19.7,24.0,28.9,19.7,24.2,17.5,68.6,0.0,0.0,0.0,,,,,13.4,82.3,1010.3,10.8,3.4,182.1,15.6,7,,2016-11-26T06:20:35,2016-11-26T17:10:45,0.89,Clear,Clear conditions throughout the day.,clear-day,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999,41909099999"
2016-11-27,"Dhaka,Bangladesh",28.0,19.5,24.1,29.2,19.5,24.2,16.9,66.0,0.0,0.0,0.0,,,,,11.2,59.5,1010.2,18.8,3.5,166.0,14.3,7,,2016-11-27T06:21:17,2016-11-27T17:10:43,0.92,Clear,Clear conditions throughout the day.,clear-day,"VGHS,41941099999,41929099999,41923099999,41922099999,41939099999,41909099999"
2016-11-28,"Dhaka,Bangladesh",28.1,19.2,24.0,28.3,19.2,24.1,17.1,66.8,0.8,100.0,20.83,rain,,,,11.2,0.8,1011.1,38.6,3.6,185.9,16.1,7,,2016-11-28T06:21:59,2016-11-28T17:10:42,0.96,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999,41909099999"
2016-11-29,"Dhaka,Bangladesh",28.0,20.0,24.0,28.6,20.0,24.1,17.5,68.8,0.2,100.0,4.17,rain,,,,14.8,49.9,1012.6,18.1,3.4,187.6,16.2,7,,2016-11-29T06:22:41,2016-11-29T17:10:43,0.0,Rain,Clear conditions throughout the day with morning rain.,rain,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999,41909099999"
2016-11-30,"Dhaka,Bangladesh",28.1,20.0,24.0,28.7,20.0,24.1,16.8,65.2,0.0,0.0,0.0,,,,,11.2,58.1,1014.1,10.3,3.9,183.0,15.9,7,,2016-11-30T06:23:23,2016-11-30T17:10:45,0.03,Clear,Clear conditions throughout the day.,clear-day,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999,41909099999"
2016-12-01,"Dhaka,Bangladesh",28.3,20.4,24.2,29.2,20.4,24.3,17.6,68.1,0.0,0.0,0.0,,,,,7.6,62.7,1014.4,8.6,4.1,190.9,16.4,7,,2016-12-01T06:24:04,2016-12-01T17:10:49,0.06,Clear,Clear conditions throughout the day.,clear-day,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999,41909099999"
2016-12-02,"Dhaka,Bangladesh",28.2,19.7,24.2,28.9,19.7,24.3,17.5,67.5,0.0,0.0,0.0,,,,,11.2,66.9,1014.6,19.4,3.8,186.7,16.1,7,,2016-12-02T06:24:46,2016-12-02T17:10:53,0.09,Clear,Clear conditions throughout the day.,clear-day,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999,41909099999"
2016-12-03,"Dhaka,Bangladesh",29.1,19.8,24.3,28.5,19.8,24.3,16.5,64.1,0.0,0.0,0.0,,,,,14.8,12.0,1015.5,5.1,3.5,193.2,16.7,7,,2016-12-03T06:25:27,2016-12-03T17:11:00,0.13,Clear,Clear conditions throughout the day.,clear-day,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999,41909099999"
2016-12-04,"Dhaka,Bangladesh",29.1,20.7,24.2,28.8,20.7,24.2,16.7,64.4,0.0,0.0,0.0,,,,,11.7,353.3,1014.9,0.0,3.8,194.5,16.7,7,,2016-12-04T06:26:08,2016-12-04T17:11:08,0.16,Clear,Clear conditions throughout the day.,clear-day,"VGHS,41941099999,41929099999,41923099999,41922099999,41939099999,41909099999"
2016-12-05,"Dhaka,Bangladesh",28.0,18.0,22.8,28.3,18.0,22.9,17.2,72.3,0.0,0.0,0.0,,,,,14.8,354.6,1013.9,17.6,3.1,192.1,16.4,7,,2016-12-05T06:26:49,2016-12-05T17:11:17,0.2,Clear,Clear conditions throughout the day.,clear-day,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999,41909099999"
2016-12-06,"Dhaka,Bangladesh",28.0,18.0,22.8,27.9,18.0,22.8,16.4,69.7,0.0,0.0,0.0,,,,,13.0,342.3,1014.1,9.1,3.4,194.5,16.7,7,,2016-12-06T06:27:29,2016-12-06T17:11:28,0.23,Clear,Clear conditions throughout the day.,clear-day,"VGHS,41941099999,41929099999,41923099999,41922099999,41939099999,41909099999"
2016-12-07,"Dhaka,Bangladesh",29.0,17.7,23.2,28.4,17.7,23.0,15.5,65.9,0.0,0.0,0.0,,,,,10.2,40.3,1012.7,8.0,3.6,196.5,16.9,7,,2016-12-07T06:28:09,2016-12-07T17:11:40,0.25,Clear,Clear conditions throughout the day.,clear-day,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999,41909099999"
2016-12-08,"Dhaka,Bangladesh",29.0,16.9,23.3,28.4,16.9,23.2,14.9,62.6,0.0,0.0,0.0,,,,,13.0,33.5,1011.8,0.0,3.7,200.4,17.2,7,,2016-12-08T06:28:48,2016-12-08T17:11:53,0.3,Clear,Clear conditions throughout the day.,clear-day,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999,41909099999"
2016-12-09,"Dhaka,Bangladesh",29.0,17.9,22.6,28.8,17.9,22.6,15.9,67.8,0.0,0.0,0.0,,,,,14.8,316.4,1010.4,1.2,3.5,193.1,16.6,7,,2016-12-09T06:29:28,2016-12-09T17:12:08,0.34,Clear,Clear conditions throughout the day.,clear-day,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999,41909099999"
2016-12-10,"Dhaka,Bangladesh",27.0,16.7,21.3,27.3,16.7,21.3,14.8,68.9,0.0,0.0,0.0,,,,,14.8,318.5,1010.4,1.2,3.3,191.8,16.5,7,,2016-12-10T06:30:06,2016-12-10T17:12:24,0.37,Clear,Clear conditions throughout the day.,clear-day,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999,41909099999"
2016-12-11,"Dhaka,Bangladesh",28.0,16.0,21.6,27.8,16.0,21.6,15.4,69.9,0.0,0.0,0.0,,,,,13.0,303.0,1010.3,9.0,3.4,188.2,16.2,7,,2016-12-11T06:30:44,2016-12-11T17:12:41,0.4,Clear,Clear conditions throughout the day.,clear-day,"VGHS,41941099999,41929099999,41923099999,41922099999,41939099999,41909099999"
2016-12-12,"Dhaka,Bangladesh",28.0,16.9,21.5,27.6,16.9,21.5,14.5,66.5,0.0,0.0,0.0,,,,,14.8,325.9,1010.9,2.5,4.0,181.5,15.7,7,,2016-12-12T06:31:22,2016-12-12T17:13:00,0.44,Clear,Clear conditions throughout the day.,clear-day,"VGHS,41941099999,41929099999,41923099999,41922099999,41939099999,41909099999"
2016-12-13,"Dhaka,Bangladesh",27.0,16.0,21.1,26.8,16.0,21.1,14.3,67.4,0.0,0.0,0.0,,,,,18.4,313.4,1011.6,0.0,3.3,171.3,14.7,7,,2016-12-13T06:31:59,2016-12-13T17:13:20,0.47,Clear,Clear conditions throughout the day.,clear-day,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999,41909099999"
2016-12-14,"Dhaka,Bangladesh",25.9,15.9,20.2,25.9,15.9,20.2,14.5,72.0,0.0,0.0,0.0,,,,,14.8,292.3,1012.6,9.3,2.7,167.1,14.4,7,,2016-12-14T06:32:35,2016-12-14T17:13:41,0.5,Clear,Clear conditions throughout the day.,clear-day,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999,41909099999"
2016-12-15,"Dhaka,Bangladesh",26.0,16.0,20.1,26.0,16.0,20.1,14.5,72.1,0.6,100.0,12.5,rain,,,,11.2,303.9,1012.8,14.1,2.7,168.6,14.6,7,,2016-12-15T06:33:10,2016-12-15T17:14:04,0.54,Rain,Clear conditions throughout the day with early morning rain.,rain,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999,41909099999"
2016-12-16,"Dhaka,Bangladesh",25.5,16.8,20.3,25.5,16.8,20.3,15.2,74.2,0.0,0.0,0.0,,,,,7.6,304.1,1013.5,8.1,2.9,176.5,15.2,7,,2016-12-16T06:33:45,2016-12-16T17:14:28,0.57,Clear,Clear conditions throughout the day.,clear-day,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999,41909099999"
2016-12-17,"Dhaka,Bangladesh",27.0,16.7,21.3,27.3,16.7,21.3,15.1,70.1,0.0,0.0,0.0,,,,,14.8,270.4,1012.9,43.2,3.2,173.2,15.0,7,,2016-12-17T06:34:19,2016-12-17T17:14:52,0.61,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999,41909099999"
2016-12-18,"Dhaka,Bangladesh",27.0,16.9,21.8,27.5,16.9,21.8,15.8,70.2,0.0,0.0,0.0,,,,,11.2,265.6,1014.2,32.5,2.9,165.2,14.3,7,,2016-12-18T06:34:53,2016-12-18T17:15:18,0.64,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VGHS,41941099999,41929099999,41923099999,41922099999,41939099999,41909099999"
2016-12-19,"Dhaka,Bangladesh",27.0,17.0,21.7,27.7,17.0,21.8,16.2,72.3,0.0,0.0,0.0,,,,,14.8,302.2,1013.2,27.8,2.6,151.0,13.0,6,,2016-12-19T06:35:25,2016-12-19T17:15:46,0.67,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VGHS,41941099999,41929099999,41923099999,41922099999,41939099999,41909099999"
2016-12-20,"Dhaka,Bangladesh",26.0,17.0,21.3,26.0,17.0,21.3,14.6,67.6,0.0,0.0,0.0,,,,,18.4,301.0,1012.8,28.8,3.3,162.2,14.1,7,,2016-12-20T06:35:56,2016-12-20T17:16:14,0.7,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"VGHS,41941099999,41929099999,41923099999,41922099999,41939099999,41909099999"
2016-12-21,"Dhaka,Bangladesh",26.0,17.0,21.3,26.0,17.0,21.3,14.8,69.0,0.0,0.0,0.0,,,,,13.0,293.4,1012.7,10.7,2.8,149.8,12.8,6,,2016-12-21T06:36:27,2016-12-21T17:16:43,0.75,Clear,Clear conditions throughout the day.,clear-day,"VGHS,41941099999,41929099999,41923099999,41922099999,41939099999,41909099999"
2016-12-22,"Dhaka,Bangladesh",27.0,16.9,21.2,27.5,16.9,21.3,15.9,73.2,0.0,0.0,0.0,,,,,9.4,322.6,1011.8,23.7,2.3,144.5,12.4,6,,2016-12-22T06:36:57,2016-12-22T17:17:13,0.77,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999,41909099999"
2016-12-23,"Dhaka,Bangladesh",27.0,18.0,22.5,27.7,18.0,22.5,16.8,72.5,0.0,0.0,0.0,,,,,13.0,280.4,1010.6,45.9,2.6,140.0,12.0,6,,2016-12-23T06:37:26,2016-12-23T17:17:45,0.8,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VGHS,41941099999,41929099999,41923099999,41922099999,41939099999,41909099999"
